block,n_tx,gas_used,mode,cores,repeat,elapsed_ms,tps,occ_aborts,abort_rate,wait_admissions,speculate_executions,region_promotions,cascade_validations_scheduled,independent_txs_skipped_by_fence,bayes_wait_decisions,bayes_speculate_decisions,bayes_conflict_updates,bayes_success_updates,wave_promotions,mean_wait_posterior,bind_hits,wait_hard_count,spec_read_count,selective_invalidate_count,tx_full_retry,region_validate_fail,soft_edge_revokes,selective_fallback_full,partial_retry_count,partial_retry_fallback_full,cost_chose_wait,cost_chose_spec,cost_chose_bind,mean_p_at_wait,mean_p_at_spec,evm_entries,resume_count,rebind_only,rewind_to_cp,full_restart,tx_head_reexec,absolute_jump_applied,absolute_jump_fallback,prior_bind_hits,prior_bind_miss,journal_ff_entries,journal_ff_hits,prefix_opcodes_skipped,ready_steal_on_wait,lean_mode_txs,full_mode_txs,engagement_switches,hot_local_reads,hotset_size,inspector_steps,inspector_steps_resume,ok,error
13217637,1100,29985362,occ,8,2,3.7471069999999997,293559.8049375158,10,0.00909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
13217637,1100,29985362,specfence,1,0,53.746328000000005,20466.514475184238,0,0,0,1092,36,0,0,14,0,36,2680,36,0.3076923076923076,6,0,3289,0,0,0,0,0,0,0,0,0,6,0.3076923076923076,0,1100,0,0,0,0,0,0,0,6,0,0,0,0,0,1100,0,0,6,2,0,0,true,
13217637,1100,29985362,specfence,1,1,47.248651,23281.087961643603,0,0,0,1092,36,0,0,14,0,36,2680,36,0.3076923076923076,6,0,3289,0,0,0,0,0,0,0,0,0,6,0.3076923076923076,0,1100,0,0,0,0,0,0,0,6,0,0,0,0,0,1100,0,0,6,2,0,0,true,
13217637,1100,29985362,specfence,1,2,49.451279,22244.116274525477,0,0,0,1092,36,0,0,14,0,36,2680,36,0.3076923076923076,6,0,3289,0,0,0,0,0,0,0,0,0,6,0.3076923076923076,0,1100,0,0,0,0,0,0,0,6,0,0,0,0,0,1100,0,0,6,2,0,0,true,
13217637,1100,29985362,specfence,2,0,23.079246,47661.86902293082,1,0.0009090909090909091,1,1093,37,0,1098,15,0,37,2099,37,0.3076923076923076,6,0,3312,0,0,4,4,0,0,0,0,0,6,0.3076923076923076,0,1105,0,0,0,1,0,0,0,6,0,0,0,0,3,1105,0,0,6,2,0,0,true,
13217637,1100,29985362,specfence,2,1,26.059037,42211.843822164265,1,0.0009090909090909091,1,1093,37,0,1098,15,0,37,2322,37,0.3076923076923076,6,0,3313,0,0,4,4,0,0,0,0,0,6,0.3076923076923076,0,1106,0,0,0,1,0,0,0,6,0,0,0,0,5,1106,0,0,6,2,0,0,true,
13217637,1100,29985362,specfence,2,2,21.836578,50374.19324584649,1,0.0009090909090909091,1,1093,37,0,1098,15,0,37,2046,37,0.3076923076923076,6,0,3312,0,0,4,4,0,0,0,0,0,6,0.3076923076923076,0,1105,0,0,0,1,0,0,0,6,0,0,0,0,3,1105,0,0,6,2,0,0,true,
13217637,1100,29985362,specfence,4,0,15.931836,69044.14532009995,3,0.0027272727272727275,1,1095,40,0,3253,15,0,41,3093,40,0.3076923076923076,6,0,3374,0,0,8,7,0,0,0,0,0,6,0.3076923076923076,0,1111,0,0,0,3,0,0,0,6,0,0,0,0,6,1111,0,0,6,2,0,0,true,
13217637,1100,29985362,specfence,4,1,15.485430999999998,71034.50979181658,3,0.0027272727272727275,1,1095,41,0,3255,15,0,41,3130,41,0.3076923076923076,6,0,3456,0,0,8,8,0,0,0,0,0,6,0.3076923076923076,0,1176,0,0,0,3,0,0,0,6,0,0,0,0,3,1176,0,0,6,2,0,0,true,
13217637,1100,29985362,specfence,4,2,16.329528999999997,67362.62876902329,2,0.0018181818181818182,1,1094,40,0,2186,15,0,40,3141,40,0.3076923076923076,6,0,3387,0,0,7,7,0,0,0,0,0,6,0.3076923076923076,0,1125,0,0,0,2,0,0,0,6,0,0,0,0,5,1125,0,0,6,2,0,0,true,
